theta,dtheta,surrate,initialGuess,a
0.0916297857297023,0.0087266462599716,0.00825,20.0,72.62491461956792
0.0916297857297023,0.0087266462599716,0.00875,20.0,70.31243878817168
0.0916297857297023,0.0087266462599716,0.00925,20.0,68.19341261491653
0.0916297857297023,0.0087266462599716,0.00975,20.0,66.24243046753762
0.1003564319896739,0.0087266462599716,0.00025,20.0,475.7311188842172
0.1003564319896739,0.0087266462599716,0.00075,20.0,265.17176168305133
0.1003564319896739,0.0087266462599716,0.00125,20.0,201.82409664328063
0.1003564319896739,0.0087266462599716,0.00175,20.0,168.5102220888146
0.1003564319896739,0.0087266462599716,0.00225,20.0,147.2129465013652
0.1003564319896739,0.0087266462599716,0.00275,20.0,132.12218285644863
0.1003564319896739,0.0087266462599716,0.00325,20.0,120.72209348938308
0.1003564319896739,0.0087266462599716,0.00375,20.0,111.7243105876351
0.1003564319896739,0.0087266462599716,0.00425,20.0,104.39230385242334
0.1003564319896739,0.0087266462599716,0.00475,20.0,98.27073613041
0.1003564319896739,0.0087266462599716,0.00525,20.0,93.06108625510078
0.1003564319896739,0.0087266462599716,0.00575,20.0,88.55847824220241
0.1003564319896739,0.0087266462599716,0.00625,20.0,84.61704739522519
0.1003564319896739,0.0087266462599716,0.00675,20.0,81.12976686511269
0.1003564319896739,0.0087266462599716,0.00725,20.0,78.01610428090717
0.1003564319896739,0.0087266462599716,0.00775,20.0,75.2141544024732
0.1003564319896739,0.0087266462599716,0.00825,20.0,72.67544876986297
0.1003564319896739,0.0087266462599716,0.00875,20.0,70.36142890791749
0.1003564319896739,0.0087266462599716,0.00925,20.0,68.24098787937398
0.1003564319896739,0.0087266462599716,0.00975,20.0,66.28870208093817
0.1090830782496456,0.0087266462599716,0.00025,20.0,476.0800701397941
0.1090830782496456,0.0087266462599716,0.00075,20.0,265.36724949939924
0.1090830782496456,0.0087266462599716,0.00125,20.0,201.9734146135789
0.1090830782496456,0.0087266462599716,0.00175,20.0,168.6352599625806
0.1090830782496456,0.0087266462599716,0.00225,20.0,147.32246240935604
0.1090830782496456,0.0087266462599716,0.00275,20.0,132.22070032032602
0.1090830782496456,0.0087266462599716,0.00325,20.0,120.81230239602732
0.1090830782496456,0.0087266462599716,0.00375,20.0,111.80796181520236
0.1090830782496456,0.0087266462599716,0.00425,20.0,104.47061146991273
0.1090830782496456,0.0087266462599716,0.00475,20.0,98.34458234145342
0.1090830782496456,0.0087266462599716,0.00525,20.0,93.13113569112107
0.1090830782496456,0.0087266462599716,0.00575,20.0,88.62524621425518
0.1090830782496456,0.0087266462599716,0.00625,20.0,84.68094290352234
0.1090830782496456,0.0087266462599716,0.00675,20.0,81.19112090536119
0.1090830782496456,0.0087266462599716,0.00725,20.0,78.07518915437474
0.1090830782496456,0.0087266462599716,0.00775,20.0,75.27119729205656
0.1090830782496456,0.0087266462599716,0.00825,20.0,72.73064153324833
0.1090830782496456,0.0087266462599716,0.00875,20.0,70.4149353003003
0.1090830782496456,0.0087266462599716,0.00925,20.0,68.29294898436306
0.1090830782496456,0.0087266462599716,0.00975,20.0,66.33923984591348
0.1178097245096172,0.0087266462599716,0.00025,20.0,476.4585825093628
0.1178097245096172,0.0087266462599716,0.00075,20.0,265.5792979018702
0.1178097245096172,0.0087266462599716,0.00125,20.0,202.1353819295853
0.1178097245096172,0.0087266462599716,0.00175,20.0,168.77089031358847
0.1178097245096172,0.0087266462599716,0.00225,20.0,147.44125586390754
0.1178097245096172,0.0087266462599716,0.00275,20.0,132.3275636064763
0.1178097245096172,0.0087266462599716,0.00325,20.0,120.91015327220126
0.1178097245096172,0.0087266462599716,0.00375,20.0,111.898699483755
0.1178097245096172,0.0087266462599716,0.00425,20.0,104.5555528486991
0.1178097245096172,0.0087266462599716,0.00475,20.0,98.42468436927533
0.1178097245096172,0.0087266462599716,0.00525,20.0,93.2071193030786
0.1178097245096172,0.0087266462599716,0.00575,20.0,88.69767037557229
0.1178097245096172,0.0087266462599716,0.00625,20.0,84.75025126252956
0.1178097245096172,0.0087266462599716,0.00675,20.0,81.25767249779676
0.1178097245096172,0.0087266462599716,0.00725,20.0,78.1392793492865
0.1178097245096172,0.0087266462599716,0.00775,20.0,75.33307251795563
0.1178097245096172,0.0087266462599716,0.00825,20.0,72.79050990088953
0.1178097245096172,0.0087266462599716,0.00875,20.0,70.47297443726703
0.1178097245096172,0.0087266462599716,0.00925,20.0,68.34931192604849
0.1178097245096172,0.0087266462599716,0.00975,20.0,66.39405941562455
0.1265363707695889,0.0087266462599716,0.00025,20.0,476.8667727465099
0.1265363707695889,0.0087266462599716,0.00075,20.0,265.807972297395
0.1265363707695889,0.0087266462599716,0.00125,20.0,202.31004855040916
0.1265363707695889,0.0087266462599716,0.00175,20.0,168.9171549771186
0.1265363707695889,0.0087266462599716,0.00225,20.0,147.5693635068171
0.1265363707695889,0.0087266462599716,0.00275,20.0,132.44280567672163
0.1265363707695889,0.0087266462599716,0.00325,20.0,121.01567629975172
0.1265363707695889,0.0087266462599716,0.00375,20.0,111.99655158098548
0.1265363707695889,0.0087266462599716,0.00425,20.0,104.6471541885325
0.1265363707695889,0.0087266462599716,0.00475,20.0,98.51106692084446
0.1265363707695889,0.0087266462599716,0.00525,20.0,93.28906052756498
0.1265363707695889,0.0087266462599716,0.00575,20.0,88.77577306477208
0.1265363707695889,0.0087266462599716,0.00625,20.0,84.82499384973875
0.1265363707695889,0.0087266462599716,0.00675,20.0,81.32944216953237
0.1265363707695889,0.0087266462599716,0.00725,20.0,78.2083946334856
0.1265363707695889,0.0087266462599716,0.00775,20.0,75.39979916475683
0.1265363707695889,0.0087266462599716,0.00825,20.0,72.85507233830991
0.1265363707695889,0.0087266462599716,0.00875,20.0,70.5355642200689
0.1265363707695889,0.0087266462599716,0.00925,20.0,68.41009408861446
0.1265363707695889,0.0087266462599716,0.00975,20.0,66.45317802606769
0.1352630170295605,0.0087266462599716,0.00025,20.0,477.304767017142
0.1352630170295605,0.0087266462599716,0.00075,20.0,266.05334336581257
0.1352630170295605,0.0087266462599716,0.00125,20.0,202.49746846271185
0.1352630170295605,0.0087266462599716,0.00175,20.0,169.07409916108466
0.1352630170295605,0.0087266462599716,0.00225,20.0,147.70682493383268
0.1352630170295605,0.0087266462599716,0.00275,20.0,132.56646215016647
0.1352630170295605,0.0087266462599716,0.00325,20.0,121.12890409369496
0.1352630170295605,0.0087266462599716,0.00375,20.0,112.10154835086956
0.1352630170295605,0.0087266462599716,0.00425,20.0,104.7454438013078
0.1352630170295605,0.0087266462599716,0.00475,20.0,98.60375669494525
0.1352630170295605,0.0087266462599716,0.00525,20.0,93.37698469055942
0.1352630170295605,0.0087266462599716,0.00575,20.0,88.85957842134513
0.1352630170295605,0.0087266462599716,0.00625,20.0,84.905193766031
0.1352630170295605,0.0087266462599716,0.00675,20.0,81.40645210251522
0.1352630170295605,0.0087266462599716,0.00725,20.0,78.438924979052
0.1352630170295605,0.0087266462599716,0.00775,20.0,75.47139785558879
0.1352630170295605,0.0087266462599716,0.00825,20.0,72.92434879966805
0.1352630170295605,0.0087266462599716,0.00875,20.0,70.60272399310244
0.1352630170295605,0.0087266462599716,0.00925,20.0,68.47531425770639
0.1352630170295605,0.0087266462599716,0.00975,20.0,66.51661344287945
0.1439896632895321,0.0087266462599716,0.00025,20.0,477.7727009973314
